index,id,question,choices,answer,zh,en
41,test_42,“知子莫若父，知女莫如母”说明家庭教育比学校教育具有 ()。,"['A. 先导性', 'B. 针对性', 'C. 权威性', 'D. 感染性']",B,"下一个问题是关于中国的文化。
“知子莫若父，知女莫如母”说明家庭教育比学校教育具有 ()。
A. 先导性, B. 针对性, C. 权威性, D. 感染性","The next question is about China's culture.
“No one knows a son better than his father, and no one knows a daughter better than her mother” shows that family education is more () than school education.
A. Leading, B. Targeted, C. Authoritative, D. Infectious"
42,test_43,元代的漆器品种较多，以____为主，有剔红、剔黄、剔黑、剔彩等不同的色彩运用。,"['A. 戗金', 'B. 螺钿', 'C. 平脱', 'D. 雕漆']",D,"下一个问题是关于中国的文化。
元代的漆器品种较多，以____为主，有剔红、剔黄、剔黑、剔彩等不同的色彩运用。
A. 戗金, B. 螺钿, C. 平脱, D. 雕漆","The next question is about China's culture.
There are many varieties of lacquerware in the Yuan Dynasty, mainly ____, with different colors such as red, yellow, black, and colored.
A. Gold inlay, B. Mother-of-pearl, C. Flat peeling, D. Carved lacquer"
43,test_44,“咬字就如猫抓老鼠，不一下子抓死，既要抓住，又要保存活的。”是谁对自己“依字行腔”的形象说明,"['A. 梅兰芳', 'B. 程砚秋', 'C. 尚小云', 'D. 荀慧生']",B,"下一个问题是关于中国的文化。
“咬字就如猫抓老鼠，不一下子抓死，既要抓住，又要保存活的。”是谁对自己“依字行腔”的形象说明
A. 梅兰芳, B. 程砚秋, C. 尚小云, D. 荀慧生","The next question is about China's culture.
""Pronouncing words is like a cat catching a mouse. You have to catch it and keep it alive, instead of killing it all at once."" Who described his own ""singing according to the words""?
A. Mei Lanfang, B. Cheng Yanqiu, C. Shang Xiaoyun, D. Xun Huisheng"
44,test_45,七年级（一）班本月负责学校文化长廊的黑板报设计，他们选定的主题是“唐代的中外交往”，并拟定了如下四个标题，请你帮他们指出哪一项是不恰当的____,"['A. 玄奘西游天竺取经', 'B. 日本派遣唐使来华', 'C. 鉴真东渡宣扬中国文化', 'D. 文成公主与松赞干布成亲']",D,"下一个问题是关于中国的文化。
七年级（一）班本月负责学校文化长廊的黑板报设计，他们选定的主题是“唐代的中外交往”，并拟定了如下四个标题，请你帮他们指出哪一项是不恰当的____
A. 玄奘西游天竺取经, B. 日本派遣唐使来华, C. 鉴真东渡宣扬中国文化, D. 文成公主与松赞干布成亲","The next question is about China's culture.
The seventh grade (one) class is responsible for the blackboard newspaper design of the school's cultural corridor this month. The theme they chose is ""Sino-foreign relations in the Tang Dynasty"" and they drafted the following four titles. Please help them point out which one is inappropriate____
A. Xuanzang traveled to India to seek Buddhist scriptures, B. Japan sent Tang envoys to China, C. Jianzhen traveled to the East to promote Chinese culture, D. Princess Wencheng married Songtsen Gampo"
45,test_46,商代青铜器的代表纹样是____。,"['A. 窃曲纹、环带纹', 'B. 蟠螭纹', 'C. 饕餮纹、夔纹', 'D. 铭文']",C,"下一个问题是关于中国的文化。
商代青铜器的代表纹样是____。
A. 窃曲纹、环带纹, B. 蟠螭纹, C. 饕餮纹、夔纹, D. 铭文","The next question is about China's culture.
The representative pattern of Shang Dynasty bronze ware is____.
A. Qiequ pattern, ring belt pattern, B. Panchi pattern, C. Taotie pattern, Kui pattern, D. Inscription"
46,test_47,按照传统的“六书”体例，“吹”字应属,"['A. 象形', 'B. 指事', 'C. 形声', 'D. 会意']",C,"下一个问题是关于中国的文化。
按照传统的“六书”体例，“吹”字应属
A. 象形, B. 指事, C. 形声, D. 会意","The next question is about China's culture.
According to the traditional ""Six Characters"" system, the character ""吹"" should be classified as
A. Pictographic, B. Indicative, C. Phonophonetic, D. Ideographic"
47,test_48,《四世同堂》中的冠晓荷是____。,"['A. 革命者的形象', 'B. 老派市民的形象', 'C. 正直的知识分子形象', 'D. 民族败类的形象']",D,"下一个问题是关于中国的文化。
《四世同堂》中的冠晓荷是____。
A. 革命者的形象, B. 老派市民的形象, C. 正直的知识分子形象, D. 民族败类的形象","The next question is about China's culture.
Guan Xiaohe in ""Four Generations Under One Roof"" is ____.
A. The image of a revolutionary, B. The image of an old-fashioned citizen, C. The image of an upright intellectual, D. The image of a national scum"
48,test_49,下列关于山东风味说法错误的是,"['A. 山东菜的口味极重纯正醇浓，咸、鲜、酸、甜、辣各味皆有，很少有复合味', 'B. 山东菜善于制汤、用汤，常用制好的清汤、奶汤加入山珍海味鲜蔬杂货中', 'C. 山东名菜有糖醋黄河鲤鱼、油爆双脆、九转大肠等', 'D. 山东取料以羊肉为主而以羊、猪合烹为常见，菜肴以热烫炙口、酥透人味而著称']",D,"下一个问题是关于中国的文化。
下列关于山东风味说法错误的是
A. 山东菜的口味极重纯正醇浓，咸、鲜、酸、甜、辣各味皆有，很少有复合味, B. 山东菜善于制汤、用汤，常用制好的清汤、奶汤加入山珍海味鲜蔬杂货中, C. 山东名菜有糖醋黄河鲤鱼、油爆双脆、九转大肠等, D. 山东取料以羊肉为主而以羊、猪合烹为常见，菜肴以热烫炙口、酥透人味而著称","The next question is about China's culture.
Which of the following statements about Shandong cuisine is wrong?
A. Shandong cuisine is very strong, pure and rich, with salty, fresh, sour, sweet and spicy flavors, and rarely complex flavors. B. Shandong cuisine is good at making and using soups, and often uses prepared clear soup and milk soup to add mountain and sea delicacies, fresh vegetables and groceries. C. Shandong famous dishes include sweet and sour Yellow River carp, fried double crisp, nine-turn large intestine, etc. D. Shandong cuisine mainly uses mutton as its main ingredient, and it is common to cook mutton and pork together. The dishes are famous for being hot and crispy."
49,test_50,中国现存最古老的木结构建筑位于____。,"['A. 山西五台县塔院寺', 'B. 山西五台县南禅寺', 'C. 山西芮城县广仁王庙', 'D. 山西五台县佛光寺']",B,"下一个问题是关于中国的文化。
中国现存最古老的木结构建筑位于____。
A. 山西五台县塔院寺, B. 山西五台县南禅寺, C. 山西芮城县广仁王庙, D. 山西五台县佛光寺","The next question is about China's culture.
The oldest existing wooden structure in China is located in ____.
A. Tayuan Temple in Wutai County, Shanxi, B. Nanchan Temple in Wutai County, Shanxi, C. Guangrenwang Temple in Ruicheng County, Shanxi, D. Foguang Temple in Wutai County, Shanxi"
50,test_51,中国唐朝中央官学的“六学二馆”鲜明地体现了封建社会教育的(),"['A. 断性', 'B. 阶级性', 'C. 传统性', 'D. 等级性']",D,"下一个问题是关于中国的文化。
中国唐朝中央官学的“六学二馆”鲜明地体现了封建社会教育的()
A. 断性, B. 阶级性, C. 传统性, D. 等级性","The next question is about China's culture.
The ""six schools and two halls"" of the central government schools in the Tang Dynasty of China clearly reflected the ()
A. discontinuity, B. class nature, C. traditional nature, D. hierarchical nature of education in feudal society"
51,test_52,“坐地日行八万里，巡六遥看一千河”，这一著名诗句包含的哲理是____,"['A. 运动的绝对性和静止的相对性的统一', 'B. 物质运动的无限性和时空的有限性的统一', 'C. 时空的无限性和有限性的统一', 'D. 物质运动的客观性和时空的主观性的统一']",A,"下一个问题是关于中国的文化。
“坐地日行八万里，巡六遥看一千河”，这一著名诗句包含的哲理是____
A. 运动的绝对性和静止的相对性的统一, B. 物质运动的无限性和时空的有限性的统一, C. 时空的无限性和有限性的统一, D. 物质运动的客观性和时空的主观性的统一","The next question is about China's culture.
""Sitting on the ground, I travel 80,000 miles a day, and look at a thousand rivers from afar"", the philosophy contained in this famous poem is____
A. The unity of the absoluteness of movement and the relativity of stillness, B. The unity of the infinity of material movement and the finiteness of time and space, C. The unity of the infinity and finiteness of time and space, D. The unity of the objectivity of material movement and the subjectivity of time and space"
52,test_53,下列园林建筑中，____形式优美且不讲究对称布局。,"['A. 榭', 'B. 廊', 'C. 亭', 'D. 轩']",D,"下一个问题是关于中国的文化。
下列园林建筑中，____形式优美且不讲究对称布局。
A. 榭, B. 廊, C. 亭, D. 轩","The next question is about China's culture.
Among the following garden buildings, ____ is beautiful in form and does not emphasize symmetrical layout.
A. Pavilion, B. Corridor, C. Pavilion, D. Pavilion"
53,test_54,明传奇《目连救母劝善记》是____写的。,"['A. 高濂', 'B. 许自昌', 'C. 周朝俊', 'D. 郑自珍']",D,"下一个问题是关于中国的文化。
明传奇《目连救母劝善记》是____写的。
A. 高濂, B. 许自昌, C. 周朝俊, D. 郑自珍","The next question is about China's culture.
The Ming legend ""Mulian Saves His Mother and Persuades Her to Do Good"" was written by ____.
A. Gao Lian, B. Xu Zichang, C. Zhou Chaojun, D. Zheng Zizhen"
54,test_55,隋朝末年，有位商人欲通过大运河从余杭运送一批粮食到洛阳，其先后要经过____,"['A. 江南河→邗沟→永济渠', 'B. 邗沟→江南河→通济渠', 'C. 江南河→邗沟', 'D. 江南河→邗沟→通济渠']",D,"下一个问题是关于中国的文化。
隋朝末年，有位商人欲通过大运河从余杭运送一批粮食到洛阳，其先后要经过____
A. 江南河→邗沟→永济渠, B. 邗沟→江南河→通济渠, C. 江南河→邗沟, D. 江南河→邗沟→通济渠","The next question is about China's culture.
At the end of the Sui Dynasty, a merchant wanted to transport a batch of grain from Yuhang to Luoyang via the Grand Canal. He had to pass through ____
A. Jiangnan River → Han Canal → Yongji Canal, B. Han Canal → Jiangnan River → Tongji Canal, C. Jiangnan River → Han Canal, D. Jiangnan River → Han Canal → Tongji Canal"
55,test_56,中国古代发展出自己独特的星空划分和命名体系，古人把天空划分为三垣二十八宿，下列不属于“三垣”的是,"['A. 军市垣', 'B. 紫微垣', 'C. 天市垣', 'D. 太微垣']",A,"下一个问题是关于中国的文化。
中国古代发展出自己独特的星空划分和命名体系，古人把天空划分为三垣二十八宿，下列不属于“三垣”的是
A. 军市垣, B. 紫微垣, C. 天市垣, D. 太微垣","The next question is about China's culture.
Ancient China developed its own unique system of starry sky division and naming. The ancients divided the sky into three enclosures and twenty-eight constellations. The following does not belong to the ""three enclosures"": A. Junshi Enclosure, B. Ziwei Enclosure, C. Tianshi Enclosure, D. Taiwei Enclosure"
56,test_57,有些人的名字往往与时代特征有一定的联系，下列名字中与他出生的时代特征不相符合的是____,"['A. 出生于1951年，取名援朝', 'B. 出生于1978年，取名文革', 'C. 出生于1958年，取名跃进', 'D. 出生于1949年，取名建国']",B,"下一个问题是关于中国的文化。
有些人的名字往往与时代特征有一定的联系，下列名字中与他出生的时代特征不相符合的是____
A. 出生于1951年，取名援朝, B. 出生于1978年，取名文革, C. 出生于1958年，取名跃进, D. 出生于1949年，取名建国","The next question is about China's culture.
Some people's names are often related to the characteristics of the times. Among the following names, the one that does not match the characteristics of the time he was born is____
A. Born in 1951, named Yuan Chao, B. Born in 1978, named Wen Ge, C. Born in 1958, named Yue Jin, D. Born in 1949, named Jianguo"
57,test_58,对下列诗词蕴含的化学原理解释错误的是,"['A. 蜡烛成灰泪始干——烃类的不完全燃烧', 'B. 日照香炉生紫烟——多环芳香烃的升华', 'C. 爆竹声中一岁除——爆炸产生二氧化硫', 'D. 洪炉照破夜沉沉——燃烧释放二氧化碳']",B,"下一个问题是关于中国的文化。
对下列诗词蕴含的化学原理解释错误的是
A. 蜡烛成灰泪始干——烃类的不完全燃烧, B. 日照香炉生紫烟——多环芳香烃的升华, C. 爆竹声中一岁除——爆炸产生二氧化硫, D. 洪炉照破夜沉沉——燃烧释放二氧化碳","The next question is about China's culture.
Which of the following poems explains the chemical principles incorrectly?
A. The candle burns down to ashes before the tears dry up - incomplete combustion of hydrocarbons, B. The sun shines on the incense burner and produces purple smoke - the sublimation of polycyclic aromatic hydrocarbons, C. The year ends with the sound of firecrackers - the explosion produces sulfur dioxide, D. The huge furnace illuminates the dark night - combustion releases carbon dioxide"
58,test_59,《齐民要术》的序言中写道：“舍本逐末，贤者所非。日富岁贫，饥寒之渐，故商贾之事，阙（同“缺”）而不录。”这说明该书____,"['A. 反映了民族融合的趋势', 'B. 重视商业发展', 'C. 推动了南方农业生产', 'D. 体现了以农为本的思想']",D,"下一个问题是关于中国的文化。
《齐民要术》的序言中写道：“舍本逐末，贤者所非。日富岁贫，饥寒之渐，故商贾之事，阙（同“缺”）而不录。”这说明该书____
A. 反映了民族融合的趋势, B. 重视商业发展, C. 推动了南方农业生产, D. 体现了以农为本的思想","The next question is about China's culture.
The preface of ""Qimin Yaoshu"" states: ""Abandoning the root and pursuing the end is what wise people disapprove of. Rich by day, poor by year, hungry and cold gradually, so the business of merchants is omitted and not recorded."" This shows that the book ____
A. reflects the trend of national integration, B. attaches importance to commercial development, C. promotes agricultural production in the south, D. embodies the idea of taking agriculture as the basis"
59,test_60,徐悲鸿一生致力于国画的创新实践，他认为革新中国绘画的要旨在于：“古法之佳者，守之；不佳者，改之；垂绝者，继之；未足者，增之．”这给我们文化创新的启示是,"['A. 继承传统，推陈出新', 'B. 要立足于传统文化', 'C. 要体现时代精神', 'D. 面向世界，博采众长']",A,"下一个问题是关于中国的文化。
徐悲鸿一生致力于国画的创新实践，他认为革新中国绘画的要旨在于：“古法之佳者，守之；不佳者，改之；垂绝者，继之；未足者，增之．”这给我们文化创新的启示是
A. 继承传统，推陈出新, B. 要立足于传统文化, C. 要体现时代精神, D. 面向世界，博采众长","The next question is about China's culture.
Xu Beihong devoted his life to the innovative practice of Chinese painting. He believed that the key to reforming Chinese painting was: ""Keep the good old methods; change the bad ones; continue the dying ones; and add the inadequate ones."" The inspiration for our cultural innovation is: A. Inherit tradition and bring forth something new, B. Be based on traditional culture, C. Reflect the spirit of the times, D. Face the world and learn from others"
60,test_61,唐代著名诗人杜荀鹤在《山中寡妇》中写道：“任是深山更深处，也应无计避征徭。”这句诗主要强调了税收的____,"['A. 固定性', 'B. 法制性', 'C. 无偿性', 'D. 强制性']",D,"下一个问题是关于中国的文化。
唐代著名诗人杜荀鹤在《山中寡妇》中写道：“任是深山更深处，也应无计避征徭。”这句诗主要强调了税收的____
A. 固定性, B. 法制性, C. 无偿性, D. 强制性","The next question is about China's culture.
Du Xunhe, a famous Tang Dynasty poet, wrote in ""Widow in the Mountain"": ""Even if you are in the deepest mountains, you will have no way to avoid taxation."" This poem mainly emphasizes the ____ of taxation
A. fixed, B. legal, C. gratuitous, D. compulsory"
61,test_62,对于新科进士，唐宋时代都按例赐宴，称为,"['A. “曲江宴”（唐进士）', 'B. “恩荣宴”(明清)', 'C. “谢师宴”', 'D. “闻喜宴”']",D,"下一个问题是关于中国的文化。
对于新科进士，唐宋时代都按例赐宴，称为
A. “曲江宴”（唐进士）, B. “恩荣宴”(明清), C. “谢师宴”, D. “闻喜宴”","The next question is about China's culture.
In the Tang and Song dynasties, banquets were given to newly-appointed Jinshi scholars according to the custom, which were called
A. ""Qujiang Banquet"" (Tang Jinshi), B. ""Enrong Banquet"" (Ming and Qing Dynasties), C. ""Xie Shi Banquet"", D. ""Wenxi Banquet"""
62,test_63,中国传统认为开门七件事中不包括什么,"['A. 茶酒', 'B. 酱醋', 'C. 柴米', 'D. 油盐']",A,"下一个问题是关于中国的文化。
中国传统认为开门七件事中不包括什么
A. 茶酒, B. 酱醋, C. 柴米, D. 油盐","The next question is about China's culture.
According to Chinese tradition, what is not included in the seven necessities of life?
A. Tea and wine, B. Soy sauce and vinegar, C. Firewood and rice, D. Oil and salt"
63,test_64,西周时的商高是见于著述的中国古代第一位____。,"['A. 天文学家', 'B. 数学家', 'C. 农学家', 'D. 医学家']",B,"下一个问题是关于中国的文化。
西周时的商高是见于著述的中国古代第一位____。
A. 天文学家, B. 数学家, C. 农学家, D. 医学家","The next question is about China's culture.
Shang Gao of the Western Zhou Dynasty was the first ____ in ancient China to be recorded in writings.
A. Astronomer, B. Mathematician, C. Agronomist, D. Medical scientist"
64,test_65,下列与武则天有关的表述不准确的一项是____。,"['A. 自立为帝，改国号为“周”', 'B. 以残酷诛杀的手段对付李唐宗室', 'C. “武周政治”时期，社会经济达到前所未有的极盛时期', 'D. 代唐高宗视政，初显管理才能']",C,"下一个问题是关于中国的文化。
下列与武则天有关的表述不准确的一项是____。
A. 自立为帝，改国号为“周”, B. 以残酷诛杀的手段对付李唐宗室, C. “武周政治”时期，社会经济达到前所未有的极盛时期, D. 代唐高宗视政，初显管理才能","The next question is about China's culture.
The following statement about Wu Zetian is inaccurate____.
A. She declared herself emperor and changed the country's name to ""Zhou"", B. She dealt with the royal family of Li Tang by cruel means of killing, C. During the ""Wu Zhou politics"", the social economy reached an unprecedented peak, D. She took charge of government affairs on behalf of Emperor Gaozong of Tang and began to show her management ability"
65,test_66,中国历来有“谨乎其外以养乎其”这一道德传统，其中反映的道理是,"['A. 他律与自律的统一', 'B. 严于律己的重要性', 'C. 将他律转化为自律', 'D. 将自律转化为他律']",C,"下一个问题是关于中国的文化。
中国历来有“谨乎其外以养乎其”这一道德传统，其中反映的道理是
A. 他律与自律的统一, B. 严于律己的重要性, C. 将他律转化为自律, D. 将自律转化为他律","The next question is about China's culture.
China has always had the moral tradition of ""being cautious outside to nourish oneself"", which reflects the following principles:
A. the unity of external discipline and self-discipline, B. the importance of strict self-discipline, C. transforming external discipline into self-discipline, D. transforming self-discipline into external discipline"
66,test_67,在中国，因张三不偿还一年前的十万元现金借款(利率5%)，李四将其诉至法院，但李四丢失了借条原件，面临败诉的风险，最后在法院的调解下，张三自愿偿还李四现金十万元，李四主动放弃利息的诉讼请求，下列法院内涵最能体现这一调解精神的是,"['A. 无救济，即无权利', 'B. 举证之所在，败诉之所在', 'C. 善良的心，是最好的法律', 'D. 法者，定纷止争也']",C,"下一个问题是关于中国的文化。
在中国，因张三不偿还一年前的十万元现金借款(利率5%)，李四将其诉至法院，但李四丢失了借条原件，面临败诉的风险，最后在法院的调解下，张三自愿偿还李四现金十万元，李四主动放弃利息的诉讼请求，下列法院内涵最能体现这一调解精神的是
A. 无救济，即无权利, B. 举证之所在，败诉之所在, C. 善良的心，是最好的法律, D. 法者，定纷止争也","The next question is about China's culture.
In China, because Zhang San did not repay the 100,000 yuan cash loan (interest rate 5%) from a year ago, Li Si took him to court, but Li Si lost the original IOU and faced the risk of losing the case. Finally, under the mediation of the court, Zhang San voluntarily repaid Li Si 100,000 yuan in cash, and Li Si voluntarily gave up the interest lawsuit. The following court connotations best reflect this mediation spirit
A. No relief, no rights, B. Where the evidence is provided, there is a loss, C. A kind heart is the best law, D. Law is to settle disputes and end disputes"
67,test_68,个人主体品德是由哪些方面构成的?,"['A. 知、仁、勇', 'B. 仁、义、廉、耻', 'C. 知、情、意', 'D. 仁、义、礼、智、信']",C,"下一个问题是关于中国的文化。
个人主体品德是由哪些方面构成的?
A. 知、仁、勇, B. 仁、义、廉、耻, C. 知、情、意, D. 仁、义、礼、智、信","The next question is about China's culture.
What aspects make up the moral character of an individual?
A. Knowledge, benevolence, courage, B. benevolence, righteousness, integrity, shame, C. knowledge, emotion, will, D. benevolence, righteousness, courtesy, wisdom, trustworthiness"
68,test_69,公元1175年6月，陆九龄、陆九渊兄弟在鹅湖寺与朱熹就各自的哲学观点展开激烈的辩论。对他们辩论观点叙述正确的是____,"['A. 朱熹主张“泛观博览，而后为之约”', 'B. 陆九渊区分了教育的“小学”“大学”', 'C. 陆九渊主张“致良知”“知行合一”', 'D. 朱熹提出“心即理也”，本心即天理']",A,"下一个问题是关于中国的文化。
公元1175年6月，陆九龄、陆九渊兄弟在鹅湖寺与朱熹就各自的哲学观点展开激烈的辩论。对他们辩论观点叙述正确的是____
A. 朱熹主张“泛观博览，而后为之约”, B. 陆九渊区分了教育的“小学”“大学”, C. 陆九渊主张“致良知”“知行合一”, D. 朱熹提出“心即理也”，本心即天理","The next question is about China's culture.
In June 1175, the brothers Lu Jiuling and Lu Jiuyuan had a heated debate with Zhu Xi on their respective philosophical views at Ehu Temple. The correct description of their debate views is____
A. Zhu Xi advocated ""reading widely and then making a conclusion"", B. Lu Jiuyuan distinguished between ""primary school"" and ""university"" in education, C. Lu Jiuyuan advocated ""reaching conscience"" and ""unity of knowledge and action"", D. Zhu Xi proposed that ""heart is reason"", and the original heart is the principle of heaven"
69,test_70,中国古典诗词中蕴含着丰富的哲理。对于北宋王安石在《元日》中“千门万户曈曈日，总把新桃换旧符”的诗句，人们耳熟能详。下列选项中，与其蕴含相同哲理的诗句是____,"['A. 预支五百年新意，到了千年又觉陈——清·赵翼《论诗五首·其一》', 'B. 深处种菱浅种稻，不深不浅种荷花——清·阮元《吴兴杂诗》。', 'C. 草萤有耀终非火，荷露虽团岂是珠——唐·白居易《放言五首·其一》', 'D. 画图临出秦川景，亲到长安有几人——金·元好问《论诗》']",A,"下一个问题是关于中国的文化。
中国古典诗词中蕴含着丰富的哲理。对于北宋王安石在《元日》中“千门万户曈曈日，总把新桃换旧符”的诗句，人们耳熟能详。下列选项中，与其蕴含相同哲理的诗句是____
A. 预支五百年新意，到了千年又觉陈——清·赵翼《论诗五首·其一》, B. 深处种菱浅种稻，不深不浅种荷花——清·阮元《吴兴杂诗》。, C. 草萤有耀终非火，荷露虽团岂是珠——唐·白居易《放言五首·其一》, D. 画图临出秦川景，亲到长安有几人——金·元好问《论诗》","The next question is about China's culture.
Chinese classical poetry contains rich philosophy. People are familiar with the poem ""Thousands of doors and windows are bright in the sun, and new peaches are always replaced with old charms"" written by Wang Anshi in the Northern Song Dynasty. Among the following options, the poem that contains the same philosophy is____
A. Five hundred years of new ideas are advanced, and they feel old again after a thousand years——Qing·Zhao Yi ""Five Poems on Poetry·No. 1"", B. Plant water chestnuts in deep water and rice in shallow water, and plant lotus in neither deep nor shallow water——Qing·Ruan Yuan ""Miscellaneous Poems of Wuxing"". , C. Fireflies shine, but they are not fire. Lotus dew is round, but it is not pearl——Tang·Bai Juyi ""Five Poems on Speaking·No. 1"", D. Painting the scenery of Qinchuan, how many people have visited Chang'an in person——Jin·Yuan Haowen ""On Poetry"""
70,test_71,清乾隆年间“四大徽班进京”对京剧艺术的形成影响深远，四大徽班中最早进京演出并大获成功的是____。,"['A. 和春班', 'B. 三庆班', 'C. 四喜班', 'D. 春台班']",B,"下一个问题是关于中国的文化。
清乾隆年间“四大徽班进京”对京剧艺术的形成影响深远，四大徽班中最早进京演出并大获成功的是____。
A. 和春班, B. 三庆班, C. 四喜班, D. 春台班","The next question is about China's culture.
During the reign of Emperor Qianlong of the Qing Dynasty, the ""Four Major Anhui Troupes Entering Beijing"" had a profound impact on the formation of Peking Opera art. The first of the four major Anhui Troupes to enter Beijing and perform with great success was ____.
A. Hechun Troupe, B. Sanqing Troupe, C. Sixi Troupe, D. Chuntai Troupe"
71,test_72,伊尹与商汤关于烹调方面的对话，就是饮食文化史上最早的文献,"['A. 《礼记·内则》', 'B. 《吕氏春秋·本味》', 'C. 《尚书·酒诰》', 'D. 《论语·乡党》']",B,"下一个问题是关于中国的文化。
伊尹与商汤关于烹调方面的对话，就是饮食文化史上最早的文献
A. 《礼记·内则》, B. 《吕氏春秋·本味》, C. 《尚书·酒诰》, D. 《论语·乡党》","The next question is about China's culture.
The conversation between Yi Yin and Shang Tang about cooking is the earliest document in the history of food culture
A. ""Book of Rites·Nei Ze"", B. ""Lüshi Chunqiu·Benwei"", C. ""Shangshu·Jiu Gao"", D. ""Analects·Xiangdang"""
72,test_73,“吴门四家”不包括____。,"['A. 沈周', 'B. 徐渭', 'C. 唐寅', 'D. 文征明']",B,"下一个问题是关于中国的文化。
“吴门四家”不包括____。
A. 沈周, B. 徐渭, C. 唐寅, D. 文征明","The next question is about China's culture.
The ""Four Masters of Wumen"" do not include ____.
A. Shen Zhou, B. Xu Wei, C. Tang Yin, D. Wen Zhengming"
73,test_74,曹禺的《北京人》被研究者称为中国最伟大的____。,"['A. 社会问题剧', 'B. 正剧', 'C. 喜剧', 'D. 悲剧']",B,"下一个问题是关于中国的文化。
曹禺的《北京人》被研究者称为中国最伟大的____。
A. 社会问题剧, B. 正剧, C. 喜剧, D. 悲剧","The next question is about China's culture.
Cao Yu's ""The Beijing Man"" is called China's greatest ____ by researchers.
A. social problem drama, B. drama, C. comedy, D. tragedy"
74,test_75,上海豫园鱼乐榭有一上实下空的墙，遮挡了原来流水较近的短处，产生了源远流长的效果，这是____的神来之笔。,"['A. 借景', 'B. 框景', 'C. 抑景', 'D. 障景']",D,"下一个问题是关于中国的文化。
上海豫园鱼乐榭有一上实下空的墙，遮挡了原来流水较近的短处，产生了源远流长的效果，这是____的神来之笔。
A. 借景, B. 框景, C. 抑景, D. 障景","The next question is about China's culture.
The Yule Pavilion in Shanghai Yuyuan Garden has a solid upper wall with an empty lower wall, which blocks the shortcoming of the original water flow, creating a long-flowing effect. This is the stroke of genius of ____.
A. borrowing scenery, B. framing scenery, C. suppressing scenery, D. blocking scenery"
75,test_76,《齐民要术》自序：“盖神农为耒耜，以利天下，尧命四子，敬授民时，降命后稷，食为政首，……殷周之盛，《诗》《书》所述，要在安民，富而教之。”这段话主要强调,"['A. 农业技术和重要性', 'B. 历法与农业的关系', 'C. 儒家对农业的重视', 'D. 改进生产工具的意义']",C,"下一个问题是关于中国的文化。
《齐民要术》自序：“盖神农为耒耜，以利天下，尧命四子，敬授民时，降命后稷，食为政首，……殷周之盛，《诗》《书》所述，要在安民，富而教之。”这段话主要强调
A. 农业技术和重要性, B. 历法与农业的关系, C. 儒家对农业的重视, D. 改进生产工具的意义","The next question is about China's culture.
The preface of ""Qimin Yaoshu"" reads: ""It was Shennong who invented the plow and hoe to benefit the world. Yao ordered his four sons to teach the people the time and ordered Houji to make food the first priority of government... The prosperity of the Yin and Zhou dynasties, as described in ""Book of Songs"" and ""Book of Documents"", was to keep the people safe and educate them when they are rich."" This passage mainly emphasizes
A. Agricultural technology and importance, B. The relationship between the calendar and agriculture, C. The importance of agriculture by Confucianism, D. The significance of improving production tools"
76,test_77,我国的“四大名砚”中，唯一不用岩石为砚材制作原料的是____。,"['A. 歙砚', 'B. 澄泥砚', 'C. 端砚', 'D. 洮河砚']",B,"下一个问题是关于中国的文化。
我国的“四大名砚”中，唯一不用岩石为砚材制作原料的是____。
A. 歙砚, B. 澄泥砚, C. 端砚, D. 洮河砚","The next question is about China's culture.
Among the ""Four Famous Inkstones"" in my country, the only one that does not use rock as the raw material is ____.
A. She Inkstone, B. Chengni Inkstone, C. Duan Inkstone, D. Taohe Inkstone"
77,test_78,被誉为“四大国宝”的我国一级保护动物是____。,"['A. 金丝猴、东北虎、白唇鹿、亚洲象', 'B. 藏羚羊、白唇鹿、白鳍豚、金丝猴', 'C. 大熊猫、金丝猴、白鳍豚、白唇鹿', 'D. 华南虎、白鳍豚、亚洲象、大熊猫']",C,"下一个问题是关于中国的文化。
被誉为“四大国宝”的我国一级保护动物是____。
A. 金丝猴、东北虎、白唇鹿、亚洲象, B. 藏羚羊、白唇鹿、白鳍豚、金丝猴, C. 大熊猫、金丝猴、白鳍豚、白唇鹿, D. 华南虎、白鳍豚、亚洲象、大熊猫","The next question is about China's culture.
The first-class protected animals in my country, which are known as the ""four national treasures"", are ____.
A. Golden monkey, Siberian tiger, white-lipped deer, Asian elephant, B. Tibetan antelope, white-lipped deer, white-fin dolphin, golden monkey, C. Giant panda, golden monkey, white-fin dolphin, white-lipped deer, D. South China tiger, white-fin dolphin, Asian elephant, giant panda"
78,test_79,“霸王别姬”是____的代表菜。,"['A. 湘菜', 'B. 苏菜', 'C. 浙菜', 'D. 鲁菜']",B,"下一个问题是关于中国的文化。
“霸王别姬”是____的代表菜。
A. 湘菜, B. 苏菜, C. 浙菜, D. 鲁菜","The next question is about China's culture.
""Farewell My Concubine"" is the representative dish of ____.
A. Hunan cuisine, B. Jiangsu cuisine, C. Zhejiang cuisine, D. Shandong cuisine"
